restaurantID,name,location,reviewCount,rating,categories,address,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber,filReviewCount 
r3sjq2rLTnffflyTjcPqWw,"Running Institute","Running Institute - The Loop - Chicago, IL",20,5,"Health and Medical, Doctors, Podiatrists, Sports Medicine, Active Life, Fitness & Instruction, METADATA","111 N Wabash Ste 1919 Chicago, IL 60603 Neighborhood: The Loop","Mon-Tue, Thu 9 am - 5 pm Fri 9 am - 12 pm",Yes,,,,,,,,,,,,,,,,,,,http://therunninginstitute.com/,"(312) 977-1179",3
R99YRMmzHUVjHwzfbk6xhg,"Ronny's III","Ronny's III - The Loop - Chicago, IL",4,3,"Restaurants, American (Traditional), METADATA","110 W Randolph St (between Beaubien Ct & Michigan Ave) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 939-6010",0
RHSJfL04xzFhY8pj-PGUdQ,"Rainbow Shops","Rainbow Shops - The Loop - Chicago, IL",2,4,"Shopping, Shopping Centers, METADATA","100 W Randolph St (between Beaubien Ct & Michigan Ave) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 782-3054",0
Rkq4ETo8ekVuH4D1naFPhQ,"Roop Gupta, MD","Roop Gupta, MD - The Loop - Chicago, IL",3,3,"Health and Medical, Doctors, METADATA","111 N Wabash Ave Ste 1905 Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 201-0536",0
rwNTN3SshrbnQ7HSqWx-9g,Regus,"Regus - The Loop - Chicago, IL",4,1,"Home Services, Real Estate, METADATA","30 S Wacker Dr Fl 22 (between Madison St & State St) Chicago, IL 60606 Neighborhood: The Loop",,,Yes,,,,,,,,,,,,,,,,,,,"(312) 463-1610",3
TCHaMniXmH30AGuxxmsCbg,Radioshack,"Radioshack - The Loop - Chicago, IL",5,3,"Shopping, Electronics, METADATA","310 N Michigan Ave (between Macchesneyer Dr & Wacker Pl) Chicago, IL 60601 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,,,,,,,,,http://www.radioshack.com,"(312) 236-1485",4
TMrvzkl2V-WuljuVIUw38A,"Rosie's Cafe & Catering","Rosie's Cafe & Catering - Near West Side - Chicago, IL",5,4,"Event Planning & Services, Caterers, Restaurants, Breakfast & Brunch, METADATA","111 N Canal St (between Monroe St & Washington Blvd) Chicago, IL 60606 Neighborhood: Near West Side","Mon-Fri 6:30 am - 3 pm",Yes,,,Casual,Yes,$,,,,No,No,,,,,,Yes,,,http://www.rosiesonline.com,"(312) 258-8321",20
tRIplCr8mQBOcmfpjFo2hg,"Reddinger Allison M MD","Reddinger Allison M MD - The Loop - Chicago, IL",1,4,"Health and Medical, Doctors, Internal Medicine, METADATA","200 S Michigan Ave Chicago, IL 60604 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 922-3815",1
U7ecpJTBwk1-pP0oWvRxfg,"Rivers To Go","Rivers To Go - The Loop - Chicago, IL",10,4,"Restaurants, Delis, Sandwiches, METADATA","30 S Wacker Dr (between Madison St & State St) Chicago, IL 60606 Neighborhood: The Loop","Mon-Fri 7 am - 3 pm",Yes,Yes,,Casual,No,$,No,No,Yes,No,No,No,,No,,,,No,Yes,http://www.riversrestaurant.com/toâ€¦,"(312) 559-1515",1
U908GBA7_Dg36K6xy5Pm4A,"Renaissance Hotels and Resorts","Renaissance Hotels and Resorts - The Loop - Chicago, IL",3,4,"Event Planning & Services, Hotels, Hotels & Travel, METADATA","1 E Wacker Dr Chicago, IL 60601 Neighborhood: The Loop",,,Yes,,,,$$$,,,,,,Paid,,,,,,,,,"(312) 372-7200",0
UwwOeS7_HGHPvavMOaAVxw,"Red Bird Sign Studio","Red Bird Sign Studio - The Loop - Chicago, IL",2,5,"Professional Services, Graphic Design, METADATA","30 E Adams St Ste 600 (between Wabash Ave & Dearborn St) Chicago, IL 60603 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.redbirdsignstudio.com/,"(312) 332-7188",0
UWzbpgB_FliuNsShu91FaA,"Robert Half Finance & Accounting","Robert Half Finance & Accounting - The Loop - Chicago, IL",10,1,"Professional Services, Employment Agencies, METADATA","205 N. Michigan Ave Suite 3301 (between Wacker Pl & Lake St) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 616-8200",13
vnPbptTIVhqwrGh45aMykw,"Roma Pizza","Roma Pizza - The Loop - Chicago, IL",8,3,"Restaurants, Pizza, METADATA","105 W Madison St (between La Salle St & Clark St) Chicago, IL 60602 Neighborhood: The Loop","Mon-Fri 9:30 am - 9:30 pm Sat 11 am - 10:30 pm",Yes,Yes,,Casual,No,$,No,Yes,Yes,No,No,,,No,,,,,,http://www.romapizzaandpasta.com/,"(312) 456-0040",4
W7ClJMinnw540e8CCpfBOw,"Rock Records","Rock Records - CLOSED - The Loop - Chicago, IL",16,3,"Shopping, Books, Mags, Music and Video, Videos and Video Game Rental, Music & DVDs, METADATA","175 W Washington St (between La Salle St & Wells St) Chicago, IL 60602 Neighborhood: The Loop",,,Yes,,,,$$$,,,,,,,,,,,,,Yes,,"(312) 346-3489",1
whjphU0MQGZKq3iiK8q3nA,"Rosebud Express","Rosebud Express - The Loop - Chicago, IL",12,5,"Restaurants, Italian, METADATA","70 W Madsion St Chicago, IL 60602 Neighborhood: The Loop",,Yes,Yes,,Casual,Yes,,No,No,Yes,Yes,,,,No,,,,,,http://rosebudrestaurants.com/restâ€¦,"(312) 332-9500",2
WRdHnwIC-OG7lp1bdnEHfg,Rosexpressions,"Rosexpressions - Chicago, IL",6,4,"Shopping, Flowers & Gifts, Florists, METADATA","233 S Wacker Drive Lower Level 1 (between Adams St & Wells St) Chicago, IL 60606","Mon-Fri 8:30 am - 5 pm",,Yes,,,,$$,,,,,,,,,,,,,Yes,http://www.rosexpressions.com,"(312) 575-8660",2
XtVK_6dQeT34vv3iHPlPXQ,"Roger's Michigan Boulevard Bldg Barber Shop","Roger's Michigan Boulevard Bldg Barber Shop - Chicago, IL",1,3,"Beauty and Spas, Barbers, METADATA","30 N Michigan Avenue Lbby Chicago, IL 60602",,,,,,,,,,,,,,,,,,,,,,"(312) 332-0790",0
xwGtllvWOv9ymnGcLOA_0w,Randstad,"Randstad - The Loop - Chicago, IL",7,3,"Professional Services, Employment Agencies, METADATA","200 W Madison Street Chicago, IL 60606 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 201-9690",6
ydbXnt64wE4yqpmirvV2pA,"RR Chocolats","RR Chocolats - CLOSED - Near Southside - Chicago, IL",3,5,"Food, Specialty Food, Chocolatiers and Shops, METADATA","1550 S Indiana Ave Ste 410 (between 15th Pl & 16th St) Chicago, IL 60605 Neighborhood: Near Southside",,,Yes,,,,$,,,,,,,,,,,,,,http://www.rrchocolats.com,"(312) 939-3696",0
yExniedozBhXel2EfxbSRQ,"Richard Gershenzon, DDS","Richard Gershenzon, DDS - The Loop - Chicago, IL",4,3,"Health and Medical, Dentists, General Dentistry, METADATA","30 N Michigan Ave Ste 904 Chicago, IL 60602 Neighborhood: The Loop","Mon 8 am - 6 pm",,,,,,,,,,,,,,,,,,,,http://www.gershenzondental.com/,"(312) 372-8538",13
z7CzWRPTpmTj-twQ1uYJ1g,RightFish,"RightFish - Near West Side - Chicago, IL",1,4,"Professional Services, Employment Agencies, METADATA","111 N Canal St 14th Fl (between Adams St & Monroe St) Chicago, IL 60606 Neighborhood: Near West Side",,,,,,,,,,,,,,,,,,,,,http://www.rightfish.com,"(877) 944-7464",0
ZOpJLgBpOVqLnLwKKnhu1Q,"Rise N Roll Amish Market","Rise N Roll Amish Market - The Loop - Chicago, IL",5,5,"Food, Grocery, METADATA","233 N Michigan Ave (between Lake St & Wacker Pl) Chicago, IL 60601 Neighborhood: The Loop","Fri 7:30 am - 3 pm",,,,,,,,,,,,,,,,,,,,http://www.risenrollbakery.com/,,0
_6UiHRnfybGJ5s2FwvlEiQ,"Rocs Cards & Gifts","Rocs Cards & Gifts - The Loop - Chicago, IL",2,5,"Event Planning & Services, Cards & Stationery, Shopping, Arts & Crafts, Flowers & Gifts, METADATA","233 E Wacker Dr Chicago, IL 60601 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,,,,,,,,No,,"(312) 655-9400",1
_NIzhWg714kYhuNuV3PqaQ,"Rahmanim Gems","Rahmanim Gems - The Loop - Chicago, IL",1,5,"Shopping, Jewelry, METADATA","5 S Wabash Avenue Chicago, IL 60603 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 236-7171",0
