"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-08",,,,,"42",",,0","37",",,0","40",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-09",,,,,"41",",,0","33",",,0","33",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-10",,,,,"42",",,0","31",",,0","37",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-11",,,,,"41",",,0","34",",,0","41",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-12",,,,,"50",",,0","41",",,0","49",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-13",,,,,"56",",,0","46",",,0","47",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-14",,,,,"53",",,0","46",",,0","46",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-15",,,,,"46",",,0","38",",,0","38",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-16",,,,,"39",",,0","32",",,0","35",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-17",,,,,"38",",,0","30",",,0","30",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-18",,,,,"38",",,0","27",",,0","33",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-19",,,,,"46",",,0","32",",,0","39",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-20",,,,,"39",",,0","26",",,0","26",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-21",,,,,"32",",,0","21",",,0","26",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-22",,,,,"37",",,0","25",",,0","30",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-23",,,,,"46",",,0","28",",,0","39",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-24",,,,,"40",",,0","36",",,0","36",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-25",,,,,"42",",,0","32",",,0","36",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-26",,,,,"45",",,0","30",",,0","37",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-27",,,,,"47",",,0","33",",,0","36",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-28",,,,,"47",",,0","32",",,0","35",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-29",,,,,"47",",,0","32",",,0","40",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-11-30",,,,,"41",",,0","35",",,0","38",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-01",,,,,"38",",,0","25",",,0","25",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-02",,,,,"37",",,0","24",",,0","37",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-03",,,,,"42",",,0","25",",,0","25",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-04",,,,,"27",",,0","12",",,0","20",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-05",,,,,"24",",,0","12",",,0","24",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-06",,,,,"34",",,0","18",",,0","18",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-07",,,,,"24",",,0","12",",,0","24",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-08",,,,,"41",",,0","24",",,0","41",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-09",,,,,"44",",,0","31",",,0","31",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-10",,,,,"32",",,0","27",",,0","29",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-11",,,,,"38",",,0","24",",,0","26",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-12",,,,,"26",",,0","15",",,0","22",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-13",,,,,"42",",,0","22",",,0","42",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-14",,,,,"52",",,0","38",",,0","38",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-15",,,,,"38",",,0","9",",,0","12",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-16",,,,,"24",",,0","11",",,0","23",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-17",,,,,"23",",,0","16",",,0","16",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-18",,,,,"27",",,0","16",",,0","27",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-19",,,,,"34",",,0","26",",,0","33",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-20",,,,,"33",",,0","23",",,0","23",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-21",,,,,"23",",,0","-3",",,0","2",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-22",,,,,"11",",,0","0",",,0","11",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-23",,,,,"35",",,0","11",",,0","35",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-24",,,,,"37",",,0","10",",,0","10",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-25",,,,,"28",",,0","7",",,0","28",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-26",,,,,"56",",,0","28",",,0","56",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-27",,,,,"63",",,0","37",",,0","37",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-28",,,,,"37",",,0","28",",,0","34",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-29",,,,,"46",",,0","34",",,0","34",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-30",,,,,"42",",,0","29",",,0","29",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2008-12-31",,,,,"29",",,0","15",",,0","20",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-01",,,,,"34",",,0","20",",,0","33",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-02",,,,,"33",",,0","24",",,0","25",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-03",,,,,"36",",,0","25",",,0","36",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-04",,,,,"39",",,0","21",",,0","21",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-05",,,,,"31",",,0","16",",,0","25",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-06",,,,,"32",",,0","25",",,0","31",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-07",,,,,"32",",,0","17",",,0","17",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-08",,,,,"25",",,0","15",",,0","19",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-09",,,,,"31",",,0","19",",,0","30",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-10",,,,,"30",",,0","24",",,0","24",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-11",,,,,"25",",,0","21",",,0","21",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-12",,,,,"32",",,0","19",",,0","32",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-13",,,,,"32",",,0","7",",,0","9",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-14",,,,,"20",",,0","5",",,0","5",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-15",,,,,"5",",,0","-8",",,0","-8",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-16",,,,,"7",",,0","-11",",,0","6",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-17",,,,,"27",",,0","6",",,0","20",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-18",,,,,"21",",,0","13",",,0","17",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-19",,,,,"29",",,0","17",",,0","22",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-20",,,,,"30",",,0","17",",,0","17",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-21",,,,,"32",",,0","17",",,0","26",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-22",,,,,"38",",,0","21",",,0","36",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-23",,,,,"37",",,0","19",",,0","19",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-24",,,,,"19",",,0","5",",,0","5",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-25",,,,,"20",",,0","4",",,0","12",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-26",,,,,"21",",,0","11",",,0","17",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-27",,,,,"22",",,0","16",",,0","20",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-28",,,,,"24",",,0","16",",,0","17",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-29",,,,,"33",",,0","17",",,0","17",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-30",,,,,"20",",,0","12",",,0","13",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-01-31",,,,,"41",",,0","12",",,0","40",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-01",,,,,"40",",,0","30",",,0","30",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-02",,,,,"30",",,0","15",",,0","25",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-03",,,,,"25",",,0","7",",,0","16",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-04",,,,,"22",",,0","9",",,0","13",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-05",,,,,"29",",,0","11",",,0","13",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-06",,,,,"45",",,0","13",",,0","24",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-07",,,,,"61",",,0","24",",,0","45",",I,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-08",,,,,"42",",I,0","33",",,0","34",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-09",,,,,"55",",,0","32",",,0","54",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-10",,,,,"63",",,0","50",",,0","52",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-11",,,,,"53",",,0","38",",,0","39",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-12",,,,,"40",",,0","35",",,0","35",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-13",,,,,"35",",,0","30",",,0","31",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-14",,,,,"36",",,0","29",",,0","29",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-15",,,,,"31",",,0","23",",,0","27",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-16",,,,,"36",",,0","24",",,0","32",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-17",,,,,"44",",,0","31",",,0","39",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-18",,,,,"41",",,0","23",",,0","23",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-19",,,,,"26",",,0","14",",,0","22",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-20",,,,,"32",",,0","17",",,0","29",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-21",,,,,"33",",,0","23",",,0","24",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-22",,,,,"29",",,0","19",",,0","21",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-23",,,,,"28",",,0","18",",,0","26",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-24",,,,,"41",",,0","24",",,0","36",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-25",,,,,"55",",,0","29",",,0","49",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-26",,,,,"54",",,0","35",",,0","50",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-27",,,,,"50",",,0","24",",,0","25",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-02-28",,,,,"29",",,0","24",",,0","25",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-01",,,,,"26",",,0","21",",,0","22",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-02",,,,,"24",",,0","20",",,0","24",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-03",,,,,"34",",,0","23",",,0","29",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-04",,,,,"46",",,0","28",",,0","38",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-05",,,,,"64",",,0","38",",,0","56",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-06",,,,,"67",",,0","39",",,0","40",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-07",,,,,"43",",,0","37",",,0","37",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-08",,,,,"55",",,0","36",",,0","36",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-09",,,,,"40",",,0","34",",,0","37",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-10",,,,,"61",",,0","36",",,0","36",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-11",,,,,"36",",,0","20",",,0","21",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-12",,,,,"25",",,0","19",",,0","23",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-13",,,,,"39",",,0","23",",,0","35",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-14",,,,,"44",",,0","32",",,0","36",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-15",,,,,"49",",,0","33",",,0","42",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-16",,,,,"50",",,0","38",",,0","50",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-17",,,,,"73",",,0","50",",,0","60",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-18",,,,,"60",",,0","42",",,0","49",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-19",,,,,"49",",,0","30",",,0","30",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-20",,,,,"38",",,0","29",",,0","37",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-21",,,,,"60",",,0","37",",,0","51",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-22",,,,,"53",",,0","42",",,0","42",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-23",,,,,"50",",,0","38",",,0","45",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-24",,,,,"67",",,0","45",",,0","51",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-25",,,,,"51",",,0","42",",,0","42",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-26",,,,,"61",",,0","42",",,0","50",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-27",,,,,"50",",,0","34",",,0","35",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-28",,,,,"38",",,0","34",",,0","37",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-29",,,,,"43",",,0","33",",,0","38",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-30",,,,,"42",",,0","35",",,0","41",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-03-31",,,,,"52",",,0","41",",,0","41",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-01",,,,,"56",",,0","41",",,0","51",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-02",,,,,"51",",,0","40",",,0","40",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-03",,,,,"46",",,0","38",",,0","43",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-04",,,,,"48",",,0","39",",,0","40",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-05",,,,,"41",",,0","34",",,0","37",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-06",,,,,"39",",,0","35",",,0","36",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-07",,,,,"50",",,0","30",",,0","40",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-08",,,,,"55",",,0","37",",,0","46",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-09",,,,,"53",",,0","41",",,0","42",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-10",,,,,"43",",,0","39",",,0","41",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-11",,,,,"43",",,0","37",",,0","38",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-12",,,,,"45",",,0","38",",,0","44",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-13",,,,,"44",",,0","38",",,0","39",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-14",,,,,"43",",,0","38",",,0","43",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-15",,,,,"50",",,0","41",",,0","43",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-16",,,,,"50",",,0","42",",,0","44",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-17",,,,,"58",",,0","41",",,0","47",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-18",,,,,"67",",,0","45",",,0","51",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-19",,,,,"54",",,0","45",",,0","46",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-20",,,,,"54",",,0","42",",,0","43",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-21",,,,,"45",",,0","39",",,0","42",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-22",,,,,"63",",,0","41",",,0","41",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-23",,,,,"59",",,0","40",",,0","52",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-24",,,,,"83",",,0","51",",,0","71",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-25",,,,,"78",",,0","42",",,0","43",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-26",,,,,"79",",,0","42",",,0","73",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-27",,,,,"74",",,0","49",",,0","49",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-28",,,,,"49",",,0","43",",,0","48",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-29",,,,,"51",",,0","46",",,0","51",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-04-30",,,,,"68",",,0","49",",,0","64",",,0,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2009-05-01",,,,,"64",",,0","52",",,0","52",",,0,2400"
